"GEMS TARIFF FOR SERVICES BY NON-CONTRACTED MEDICAL PRACTITIONERS
WITH EFFECT FROM 2026-01-01",,014 - General Medical Practice,,016 - Obstetrics and Gynaecology,,032 - Paediatricians,,
2236,"Interstitial device(s): Single or multiple placement (via needle, any approach), of for radiation therapy guidance (eg., fiducial markers, dosimeter), prostate",R440.40,,R703.50,,R703.50,,
2265,"Cryosurgical ablation of the prostate, includes ultrasound guidance","R2,269.20",,"R3,045.70",,"R3,045.70",,
2266,Transrectal high-intensity focused ultrasound (HIFU),"R1,982.80",,"R2,534.20",,"R2,534.20",,
12,Female Genital System,,,,,,,
12.1,Vulva and introitus,,,,,,,
2271,Removal of tag or polyp,R105.60,,R108.70,,R108.70,,
2272,Removal of small superficial benign lesions,R403.80,,R415.60,,R415.60,,
2273,"Biopsy with suture of vulva or perineum lesion, one lesion",R304.10,,R312.70,,R312.70,,
2274,Laser therapy of vulva and/or vagina (colposcopically directed),"R1,247.90",,"R1,283.20",,"R1,283.20",,
2275,Reduction labial hypertrophy,"R1,177.90",,"R1,210.50",,"R1,210.50",,
2277,Removal of extensive benign vulva tumour,"R1,177.90",,"R1,210.50",,"R1,210.50",,
2279,Secondary perineal repair: Repair second degree tear,R790.80,,R813.60,,R813.60,,
2280,Secondary perineal repair: Repair third degree tear,"R1,687.20",,"R1,734.50",,"R1,734.50",,
2281,Excision of inclusion cyst,R756.10,,R777.30,,R777.30,,
2282,Incision and drainage obstetrical/postpartum of vaginal haematoma,,Refer Rule C,,Refer Rule C,,Refer Rule C,
2283,Hymenectomy,R756.10,,R777.30,,R777.30,,
2284,"Incision and drainage non-obstetrical of vaginal haematoma (e.g. post-trauma, spontaneous bleeding)",,Refer Rule C,,Refer Rule C,,Refer Rule C,
2285,Drainage haematocolpos,R948.90,,R975.90,,R975.90,,
2287,"Clitoris repair for injury: Including skin graft, if required","R1,177.90",,"R1,210.50",,"R1,210.50",,
2288,Clitoral reduction,"R2,249.90",,"R2,891.30",,"R2,891.30",,
2289,Denervation or alcohol infiltration vulva (Woodruff),R948.90,,R975.90,,R975.90,,
2291,Vulva: Undercutting skin (ball),"R1,019.90",,"R1,047.80",,"R1,047.80",,
2293,Vulva and introitus: Drainage of abscess,R474.70,,R487.90,,R487.90,,
2295,Bartholin gland: Bartholin abscess marsupialisation,R633.00,,R650.40,,R650.40,,
2297,Bartholin gland: Bartholin gland excision,R790.80,,R813.60,,R813.60,,
2299,"Vulvectomy, radical complete","R4,912.60",,"R6,312.80",,"R6,312.80",,
2301,Operation for enlarging introitus: Fenton plasty,R879.20,,R903.60,,R903.60,,
2303,Operation for enlarging introitus: Bilateral Z-plastic,"R1,546.90",,"R1,590.00",,"R1,590.00",,
2305,Vulvectomy: Partial,"R2,263.90",,"R2,909.20",,"R2,909.20",,
2307,Vulvectomy,"R3,164.20",,"R4,065.80",,"R4,065.80",,
2309,"Vulvectomy, radical, complete, with bilateral inguinofemoral lymphadenectomy","R5,020.10",,"R7,890.70",,"R7,890.70",,
2311,"Vulvectomy, radical, complete, including bilateral inguinofemoral, iliac and pelvic lymphadenectomy","R6,181.30",,"R7,943.00",,"R7,943.00",,
2270,"Biopsy of vulva or perineum, each separate additional lesion (List separately in addition to item 2273 only)",R162.60,,R207.90,,R207.90,,
2308,"Vulvectomy, radical, partial; without lymphadenectomy ","R3,763.60",,"R4,836.30",,"R4,836.30",,
2310,"Vulvectomy, radical complete, with unilateral inguinofemoral lymphadenectomy ","R5,264.30",,"R6,764.70",,"R6,764.70",,
2278,"Perineoplasty, non-obstetrical","R1,302.70",,R0.00,,R0.00,,
12.2,Vaginal procedures and operations,,,,,,,
2312,Artificial insemination,R228.40,,R234.80,,R234.80,,
2313,Examination under anaesthetic when no other procedures are performed (not limited to female patients only) - Stand alone procedure,R448.10,,R460.80,,R460.80,,
2314,Intra uterine insemination,R316.60,,R325.40,,R325.40,,
2315,Simms Hühner test plus wet smear,R87.90,,R90.50,,R90.50,,
2316,"Destruction of condylomata by chemo-, cryo-, or electrotherapy, or harmonic scalpel: First lesion",R246.20,,R252.60,,R252.60,,
2317,"Destruction of condylomata by chemo-, cryo-, or electrotherapy, or harmonic scalpel: Repeat - Limited",R123.20,,R126.70,,R126.70,,
2318,"Destruction of condylomata by chemo-, cryo-, or electrotherapy, or harmonic scalpel: Widespread",R984.40,,"R1,011.70",,"R1,011.70",,
2319,Excision of cysts or tumours,R948.90,,R975.90,,R975.90,,
2321,Drainage of vaginal abscess,R948.90,,R975.90,,R975.90,,
2322,Pudendal nerve block,R263.60,,R271.30,,R271.30,,
2323,Reconstruction of vagina after atresia,"R1,880.80",,"R1,933.60",,"R1,933.60",,
2324,Revision of prosthetic vaginal graft:Vaginal approach (removal included),"R2,110.30",,"R2,345.00",,"R2,345.00",,
2325,Construction of artificial vagina: Labial fusion,"R2,517.30",,"R3,234.50",,"R3,234.50",,
2326,Revision of prosthetic vaginal graft: Abdominal approach (removal included),R0.00,,"R3,598.10",,"R3,598.10",,
2327,Construction of artificial vagina: Macindoe type,"R2,756.10",,"R3,541.60",,"R3,541.60",,
2329,Construction of vagina: Bowel pull-through operation: Two surgeons: Each,"R3,388.80",,"R4,355.10",,"R4,355.10",,
2330,Fitting/insertion of pessary or other intravaginal support device,R0.00,,R216.70,,R216.70,,
2331,Vaginal septum removal,"R1,880.80",,"R1,933.60",,"R1,933.60",,
2333,Vaginal prolapse: Abdominal approach: Sacrocolpopexy with use of mesh,"R3,421.50",,"R4,396.60",,"R4,396.60",,
2334,Vaginal prolapse: Abdominal approach: Use of rectus sheath or tape,"R3,421.50",,"R4,396.60",,"R4,396.60",,
2335,Vaginal prolapse: Vaginal approach: Sacrospinous fixations,"R2,347.00",,"R3,015.80",,"R3,015.80",,
2336,Vaginal prolapse: Vaginal approach: Use of mesh or tape,"R2,347.00",,"R3,015.80",,"R3,015.80",,
2339,Colpotomy: Diagnostic (excluding after-care),R351.40,,R361.40,,R361.40,,
2341,"Colpotomy: Therapeutic, with or without sterilisation","R1,810.30",,"R1,861.20",,"R1,861.20",,
2343,Vaginal hysterectomy: Without repair,"R2,960.30",,"R3,803.90",,"R3,803.90",,
2345,Vaginal hysterectomy: With repair,"R3,258.00",,"R4,186.70",,"R4,186.70",,
2355,"Posterior colporrhaphy, Repair of rectocele with or without perineorrhaphy","R1,939.80",,"R1,992.70",,"R1,992.70",,
2357,Vaginal hysterectomy and repair with unilateral or bilateral salpingo-oophorectomy,"R4,499.80",,"R5,782.50",,"R5,782.50",,
2359,"Colporrhaphy: Anteroposterior, with enterocele repair",R0.00,,"R2,961.90",,"R2,961.90",,
2361,Vaginal hysterectomy and repair for total prolapse,"R4,499.80",,"R5,782.50",,"R5,782.50",,
2363,Amputation of cervix and shortening of support ligaments of uterus for uterine prolapse (Fothergill-Manchester),"R2,109.70",,"R2,262.70",,"R2,262.70",,
2365,Repair of recurrent enterocele or vault prolapse (except at the time of hysterectomy),"R3,262.60",,"R4,192.30",,"R4,192.30",,
2366,Posterior repair alone,"R1,880.80",,"R1,933.60",,"R1,933.60",,
2367,Other operations for prolapse: Anterior repair - with or without posterior repair,"R2,263.90",,"R2,909.20",,"R2,909.20",,
2368,Uterovesical fistula,"R2,952.80",,"R3,794.80",,"R3,794.80",,
2369,Vesico- or urethro-vaginal fistula repair ,"R2,517.30",,"R3,234.50",,"R3,234.50",,
2370,Repair of vesico- or urethro-vaginal fistula - Obstetric or radiation ,"R3,262.60",,"R4,192.30",,"R4,192.30",,
2371,Closure of uretero-vaginal fistula,"R3,515.60",,"R4,517.50",,"R4,517.50",,
2372,Closure of uretero-vaginal fistula: Obstetric or radiation,"R3,515.60",,"R4,517.50",,"R4,517.50",,
2373,Closure of recto-vaginal fistula,"R2,109.20",,"R2,421.40",,"R2,421.40",,
2374,Closure of recto-vaginal fistula: Obstetric or radiation,"R2,123.20",,"R2,728.50",,"R2,728.50",,
2375,Colpocleisis,"R2,109.20",,"R2,331.30",,"R2,331.30",,
2379,"Vaginal hysterectomy, radical (Schauta type operation)","R5,771.90",,"R7,417.10",,"R7,417.10",,
2381,Vaginectomy,"R3,768.60",,"R4,842.70",,"R4,842.70",,
2383,Synchronous combined hysterocolpectomy: One or two surgeons - total fee,"R6,032.80",,"R7,751.80",,"R7,751.80",,
2385,Vaginal laceration or trauma: Repair,R879.20,,R903.60,,R903.60,,
2386,"Repair: Paravaginal defect repair (including repair of cystocele, if performed), abdominal approach",R0.00,,"R3,122.30",,"R3,122.30",,
2387,"Repair: Paravaginal defect repair (including repair of cystocele, if performed), vaginal approach",R0.00,,"R2,531.20",,"R2,531.20",,
2320,Revision of prosthetic vaginal graft or mesh: Laparoscopic revision (including removal),"R3,623.40",,"R4,160.00",,"R4,160.00",,
2328,"Laparoscopic repair of paravaginal defect repair (including repair of cystocele, if performed) (item 1807 may not be added to this item)",R851.30,,"R5,265.10",,"R5,265.10",,
2337,"Colpopexy: Vaginal, extra-peritoneal approach (sacrospinous, iliococcygeus)","R1,815.70",,"R3,442.20",,"R3,442.20",,
2338,"Colpopexy: Vaginal, intra-peritoneal approach (uretrosacral, levator myorrhaphy)","R2,371.20",,"R4,735.50",,"R4,735.50",,
2340,Laparoscopic colpopexy (item 1807 may not be added to this item),"R4,532.50",,"R6,969.40",,"R6,969.40",,
2344,"Vaginal hysterectomy with unilateral/bilateral salpingectomy and/or oophorectomy, without repair","R3,168.70",,"R6,328.40",,"R6,328.40",,
2346,Laparoscopic assisted vaginal hysterectomy (LAVH): Uterus <= 200g (item 1807 may not be added to this item),"R4,036.20",,"R6,176.50",,"R6,176.50",,
2354,"Anterior colporrhaphy, repair of cystocele with or without repair of urethrocele","R3,696.10",,"R4,620.30",,"R4,620.30",,
2358,"Colporrhaphy: Anteroposterior, without enterocele repair","R3,962.50",,"R3,962.50",,"R3,962.50",,
2360,"Insertion of mesh/other prosthesis for repair of pelvic floor defect, each site (anterior, posterior compartment), vaginal approach (modifier 0005 not applicable)","R1,106.00",,"R1,767.00",,"R1,767.00",,
2362,"Enterocele repair, vaginal approach","R1,815.90",,"R3,328.60",,"R3,328.60",,
2364,"Enterocele repair, abdominal approach","R2,763.50",,"R5,518.50",,"R5,518.50",,
2380,"Vaginectomy, simple, partial: Removal of vaginal wall ","R1,815.70",,"R3,415.50",,"R3,415.50",,
2382,"Radical vaginectomy, complete removal of vaginal wall, with removal of para- vaginal tissue","R4,055.30",,"R6,478.20",,"R6,478.20",,
12.3,Cervix,,,,,,,
2389,Paracervical (pelvis) nerve block (for neck refer to item 3294),R351.40,,R361.40,,R361.40,,
2391,Cervix: Canal reconstruction,"R2,109.20",,"R2,656.10",,"R2,656.10",,
2392,"Cryo- or electro-cauterisation, or Lletz of cervix (excluding cost of disposable loop electrode): In consulting room",R246.20,,R252.60,,R252.60,,
2395,"Cryo- or electro-cauterisation, or Lletz of cervix (excluding cost of disposable loop electrode): Under anaesthetic",R946.40,,R975.90,,R975.90,,
2396,Laser or harmonic scalpel treatment of the cervix,"R1,406.50",,"R1,445.80",,"R1,445.80",,
2397,Dilation of cervix for stenosis and insertion of prosthesis and Budge suture,R545.00,,R560.30,,R560.30,,
2399,"Biopsy of the cervix; single/multiple, or local excision of a lesion including polyps, with or without fulguration",R381.50,,R392.20,,R392.20,,
2400,Biopsy during pregnancy (excluding after-care),R228.40,,R234.80,,R234.80,,
2403,Wedge biopsy: Cervix (excluding after-care),R316.60,,R325.40,,R325.40,,
2404,Biopsy: Wedge during pregnancy: Cervix (excluding after-care),R421.90,,R433.80,,R433.80,,
2405,Cone biopsy: Cervix (excluding after-care),R948.90,,R975.90,,R975.90,,
2407,Amputation: Cervix,"R1,177.90",,"R1,210.50",,"R1,210.50",,
2409,Cervix encirclage: McDonald stitch,R615.20,,R632.30,,R632.30,,
2411,Cervix encirclage: Shirodkar suture,"R1,054.90",,"R1,084.10",,"R1,084.10",,
2413,Cervix encirclage: Lash,R861.30,,R885.30,,R885.30,,
2415,Cervix encirclage: Removal items 2409 and 2411: Without anaesthetic,R87.90,,R90.50,,R90.50,,
2416,Cervix: Removal items 2409 and 2411: With anaesthetic in theatre,R527.10,,R542.10,,R542.10,,
2417,Repair of tears: Emmet repair of tears,R790.80,,R813.60,,R813.60,,
2418,Repair of tears: Sturmdorff repair of tears,R948.90,,R975.90,,R975.90,,
2421,Extirpation of cervical stump: Vaginal,"R2,109.20",,"R2,421.40",,"R2,421.40",,
2423,Extirpation of cervical stump: Abdominal,"R2,109.20",,"R2,421.40",,"R2,421.40",,
2425,Removal of cervical polyps (excluding after-care),R228.40,,R234.80,,R234.80,,
2427,Removal of cervical myomata,R948.90,,R975.90,,R975.90,,
2429,Colposcopy (excluding after-care),R474.70,,R487.90,,R487.90,,
2408,"Radical trachelectomy, with bilateral total pelvic lymphadenectomy with or without para-aortic lymphadenectomy, vaginal or abdominal approach","R1,266.80",,"R1,619.40",,"R1,619.40",,
2410,"Cervical cerclage, any route, non-obstetrical (Add 1807 if done by laparoscopy) ",R662.00,,R845.90,,R845.90,,
2422,"Removal of cervical stump, vaginal approach; with enterocele/apical repair ","R2,175.70",,"R3,882.50",,"R3,882.50",,
2424,"Removal of cervical stump, abdominal approach; with enterocele/apical repair ","R2,269.20",,"R3,239.40",,"R3,239.40",,
12.4,Uterus,,,,,,,
2432,Hysteroscopic bilateral tubal occlusion with permanent implants (includes hysteroscopy) ,R0.00,,"R2,168.30",,"R2,168.30",,
2433,Embryo transfer,R790.80,,R813.60,,R813.60,,
2434,"Endometrial sampling/biopsy, any method (excluding aftercare)",R439.50,,R451.80,,R451.80,,
2435,Hysterosalpingogram (excluding after-care),R386.80,,R397.50,,R397.50,,
2436,Hysteroscopy and sampling of the endometrium with or without D&C (excluding aftercare),R773.50,,R795.20,,R795.20,,
2437,Hysteroscopy and D&C (excluding after-care),"R1,019.90",,"R1,047.80",,"R1,047.80",,
2438,Hysteroscopy and removal of uterine septum (excluding after-care),"R1,406.50",,"R1,445.80",,"R1,445.80",,
2439,Hysteroscopy and division of endometrial and endocervical bands (excluding after-care),"R1,107.40",,"R1,138.30",,"R1,138.30",,
2440,Hysteroscopy and polypectomy (excluding after-care),"R1,318.20",,"R1,355.40",,"R1,355.40",,
2441,Hysteroscopy and removal of myoma(s),"R2,109.20",,"R2,262.70",,"R2,262.70",,
2442,Insertion of intra uterine contraceptive device (IUCD) (excluding after-care),R316.60,,R325.40,,R325.40,,
2443,Dilatation and curettage (D&C) (excluding after-care),R615.20,,R632.30,,R632.30,,
2444,Fractional dilatation and curettage (D&C) (excluding after-care) ,R790.80,,R813.60,,R813.60,,
2445,Evacuation of uterus: Incomplete abortion: Before 12 weeks gestation,R879.20,,R903.60,,R903.60,,
2447,"Evacuation of uterus, incomplete abortion: After 12 weeks gestation","R1,247.90",,"R1,283.20",,"R1,283.20",,
2448,Termination of pregnancy before 12 weeks,R879.20,,R903.60,,R903.60,,
2449,Evacuation: Missed abortion: Before 12 weeks gestation,R879.20,,R903.60,,R903.60,,
2451,Evacuation: Missed abortion: After 12 weeks gestation,"R1,406.50",,"R1,445.80",,"R1,445.80",,
2452,Termination of pregnancy after 12 weeks - administration of intra/extra amniotic prostaglandin,R948.90,,R975.90,,R975.90,,
2453,Evacuation hydatidiform mole,"R1,406.50",,"R1,445.80",,"R1,445.80",,
2455,Evacuation uterus post-partum,R948.90,,R975.90,,R975.90,,
2461,"Uterine suspension, with or without shortening of round ligaments, with or without shortening of sacrouterine ligaments(stand alone procedure)","R2,109.70",,"R2,262.70",,"R2,262.70",,
2463,Uteroplasty: Strassman,"R2,109.20",,"R2,583.60",,"R2,583.60",,
2465,Uteroplasty: Tompkins,"R2,109.20",,"R2,583.60",,"R2,583.60",,
2467,Myomectomy,"R2,109.20",,"R2,583.60",,"R2,583.60",,
2469,Subtotal hysterectomy with or without unilateral or bilateral salpingo-oophorectomy,"R3,573.00",,"R4,591.80",,"R4,591.80",,
2471,Total abdominal hysterectomy: With or without unilateral or bilateral salpingo-oophorectomy - uncomplicated,"R3,546.30",,"R4,557.40",,"R4,557.40",,
2473,Total abdominal hysterectomy plus vaginal cuff with or without unilateral or bilateral salpingo-oophorectomy,"R4,992.00",,"R6,415.20",,"R6,415.20",,
2475,Radical abdominal hysterectomy with bilateral lymphadenectomy (Wertheim),"R6,648.30",,"R8,543.70",,"R8,543.70",,
2477,Abdominal hysterotomy with or without sterilisation,"R2,643.30",,"R3,397.30",,"R3,397.30",,
2478,"Surgical endometrial destruction, i.e. thermal-ablation, high-energy radio waves (without hysteroscopic guidance)","R1,093.50",,"R1,124.20",,"R1,124.20",,
2479,"Surgical endometrial destruction: Any method, utilising hysteroscopic instrumentation or assistance","R3,164.20",,"R4,065.80",,"R4,065.80",,
2480,Laparoscopy by second gynaecologist during endometrial ablation (item 2479),R0.00,,"R2,168.20",,"R2,168.20",,
2468,Myomectomy by laparoscopy: Excision of 1 to 4 intramural myomas with total weight of <=200g and/or removal of surface myomas (item 1807 may not be added to this item),"R3,120.70",,"R4,544.50",,"R4,544.50",,
2470,"Laparoscopy: Subtotal abdominal hysterectomy, with or without removal of tube(s), with or without removal of ovary(s)","R4,696.10",,"R7,230.60",,"R7,230.60",,
2472,"Laparoscopy, total abdominal hysterectomy, with or without unilateral or bilateral salpingectomy, and/or oophorectomy","R4,666.90",,"R7,184.40",,"R7,184.40",,
2474,Total abdominal hysterectomy and bilateral salpingo-oophorectomy and total omentectomy for malignancy,"R4,821.00",,"R9,627.90",,"R9,627.90",,
2476,"Laparoscopy, radical abdominal hysterectomy with bilateral total pelvic lymphadenectomy and para-aortic lymphnode sampling, with or without salpingectomy, with or without oophorectomy","R8,004.90",,"R12,516.70",,"R12,516.70",,
12.5,Fallopian tubes,,,,,,,
0066,"Microsurgery of the fallopian-tubes and ovaries: Where micro-surgical techniques are used, with the aid of a microscope, 25% may be added to the fee",R0.00,,,,,,
2481,"Insufflation of fallopian tubes, transcervical introduction of catheter for diagnosis and/or re-establishing patency (any method), with or without hysterosalpingography (excluding aftercare)","R1,387.10",,"R1,425.90",,"R1,425.90",,
2483,Salpingolysis; fallopian tube anatomy restored with preservation of fallopian tube(s),"R3,544.20",,"R4,554.40",,"R4,554.40",,
2485,Salpingostomy/salpingoneostomy,"R3,490.70",,"R4,485.70",,"R4,485.70",,
2487,Tuboplasty tubal anastomosis or re-implantation,"R3,860.70",,"R4,961.00",,"R4,961.00",,
2489,Ectopic pregnancy under 12 weeks (salpingectomy),"R2,109.20",,"R2,258.80",,"R2,258.80",,
2490,Ectopic pregnancy under 12 weeks (salpingostomy),"R2,263.90",,"R2,909.20",,"R2,909.20",,
2491,Ectopic pregnancy - after 12 weeks,"R3,164.20",,"R4,065.80",,"R4,065.80",,
2492,Salpingectomy: Uni- or bilateral for accepted medical reasons (including sterilisation),"R1,810.80",,"R1,861.50",,"R1,861.50",,
,"Note: Use item 1807 for open procedures performed with a laparoscope instead of item 2493. Item 1807 may only be added once, and may not be charged together with item 2493 for more than one procedure performed laparoscopically",,,,,,,
2493,Diagnostic laparoscopy (excluding after-care),"R1,659.30",,"R1,705.90",,"R1,705.90",,
2496,Laparoscopy: Plus aspiration of a cyst (excluding after-care),R316.60,,R325.40,,R325.40,,
2497,Laparoscopy: Plus sterilisation,R703.10,,R722.60,,R722.60,,
2499,Laparoscopy (diagnostic) with biopsy (single or multiple) (excluding aftercare),"R1,752.80",,"R1,801.80",,"R1,801.80",,
2500,"Laparoscopy: Plus ablation of endometriosis by laser, harmonic scalpel or cautery",R896.40,,R921.50,,R921.50,,
2501,Laparoscopy: Plus cauterisation and/or lysis of adhesions,R316.60,,R325.40,,R325.40,,
2502,Laparoscopy: Plus aspiration of follicles (IVF) (excluding after-care),R913.80,,R939.70,,R939.70,,
2503,Laparoscopy: Plus ovarian drilling,R703.10,,R722.60,,R722.60,,
2504,Laparoscopy: Plus Gamete intra fallopian tube transfer (includes follicle aspiration) (GIFT),"R1,880.80",,"R1,933.60",,"R1,933.60",,
